"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","26-40","Medido","","10571","10571","331083","4966246.71",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","41-60","Medido","","3001","3001","143411","2151165.24",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","61-80","Medido","","619","619","42165","632475",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","81-100","Medido","","181","181","16058","240870",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","101-120","Medido","","65","65","7094","106410",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","113","113","41286","619281.02",""
"ESPH","2020","Julio","Tarifa Hidrica","Domiciliar"," ","Fijo","","68","68","","26180",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","0-15","Medido","","4546","4546","17175","257624.41",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","16-25","Medido","","610","610","12252","183780.14",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","26-40","Medido","","409","409","13100","196500",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","41-60","Medido","","248","248","12136","182040",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","61-80","Medido","","98","98","6715","100725",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","81-100","Medido","","65","65","5853","87795",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","101-120","Medido","","31","31","3444","51660",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial","121 y mas","Medido","","199","199","118193","1772895",""
"ESPH","2020","Julio","Tarifa Hidrica","Empresarial"," ","Fijo","","3","3","","1155",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","0-15","Medido","","272","272","818","12270",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","16-25","Medido","","44","44","886","13290",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","26-40","Medido","","31","31","998","14970",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","41-60","Medido","","19","19","923","13845",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","61-80","Medido","","16","16","1100","16500",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","81-100","Medido","","5","5","435","6525",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","101-120","Medido","","4","4","444","6660",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial","121 y mas","Medido","","32","32","14087","211305",""
"ESPH","2020","Julio","Tarifa Hidrica","Preferencial"," ","Fijo","","","","","",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","0-15","Medido","","116","116","400","6000.26",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","16-25","Medido","","13","13","258","3870",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","26-40","Medido","","18","18","582","8730",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","41-60","Medido","","16","16","770","11550",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","61-80","Medido","","6","6","377","5655",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","81-100","Medido","","4","4","346","5190",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","101-120","Medido","","4","4","453","6795",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno","121 y mas","Medido","","24","24","11225","168375",""
"ESPH","2020","Julio","Tarifa Hidrica","Gobierno"," ","Fijo","","1","1","","385",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","0-15","Medido","","33188","33188","283363","7313598.95",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","16-25","Medido","","19671","19671","392398","10127791.94",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","26-40","Medido","","10571","10571","331083","8545251.76",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","41-60","Medido","","3001","3001","143411","3701437.91",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","61-80","Medido","","619","619","42165","1088278.65",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","81-100","Medido","","181","181","16058","414456.98",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","101-120","Medido","","65","65","7094","183096.14",""
"ESPH","2020","Julio","Hidrantes","Domiciliar","121 y mas","Medido","","113","113","41286","1065582.88",""
"ESPH","2020","Julio","Hidrantes","Domiciliar"," ","Fijo","","68","68","","42012.44",""
"ESPH","2020","Julio","Hidrantes","Empresarial","0-15","Medido","","4546","4546","17175","443286.75",""
"ESPH","2020","Julio","Hidrantes","Empresarial","16-25","Medido","","610","610","12252","316224.12",""
"ESPH","2020","Julio","Hidrantes","Empresarial","26-40","Medido","","409","409","13100","338111",""
"ESPH","2020","Julio","Hidrantes","Empresarial","41-60","Medido","","248","248","12136","313230.16",""
"ESPH","2020","Julio","Hidrantes","Empresarial","61-80","Medido","","98","98","6715","173314.15",""
"ESPH","2020","Julio","Hidrantes","Empresarial","81-100","Medido","","65","65","5853","151065.93",""
"ESPH","2020","Julio","Hidrantes","Empresarial","101-120","Medido","","31","31","3444","88889.64",""
"ESPH","2020","Julio","Hidrantes","Empresarial","121 y mas","Medido","","199","199","118193","3050561.33",""
"ESPH","2020","Julio","Hidrantes","Empresarial"," ","Fijo","","3","3","","1853.49",""
"ESPH","2020","Julio","Hidrantes","Preferencial","0-15","Medido","","272","272","818","21112.58",""
"ESPH","2020","Julio","Hidrantes","Preferencial","16-25","Medido","","44","44","886","22867.66",""
"ESPH","2020","Julio","Hidrantes","Preferencial","26-40","Medido","","31","31","998","25758.38",""
"ESPH","2020","Julio","Hidrantes","Preferencial","41-60","Medido","","19","19","923","23822.63",""
"ESPH","2020","Julio","Hidrantes","Preferencial","61-80","Medido","","16","16","1100","28391",""
"ESPH","2020","Julio","Hidrantes","Preferencial","81-100","Medido","","5","5","435","11227.35",""
"ESPH","2020","Julio","Hidrantes","Preferencial","101-120","Medido","","4","4","444","11459.64",""
"ESPH","2020","Julio","Hidrantes","Preferencial","121 y mas","Medido","","32","32","14087","363585.47",""
"ESPH","2020","Julio","Hidrantes","Preferencial"," ","Fijo","","","","","",""
"ESPH","2020","Julio","Hidrantes","Gobierno","0-15","Medido","","116","116","400","10324",""
"ESPH","2020","Julio","Hidrantes","Gobierno","16-25","Medido","","13","13","258","6658.98",""
"ESPH","2020","Julio","Hidrantes","Gobierno","26-40","Medido","","18","18","582","15021.42",""
"ESPH","2020","Julio","Hidrantes","Gobierno","41-60","Medido","","16","16","770","19873.7",""
"ESPH","2020","Julio","Hidrantes","Gobierno","61-80","Medido","","6","6","377","9730.37",""
"ESPH","2020","Julio","Hidrantes","Gobierno","81-100","Medido","","4","4","346","8930.26",""
"ESPH","2020","Julio","Hidrantes","Gobierno","101-120","Medido","","4","4","453","11691.93",""
"ESPH","2020","Julio","Hidrantes","Gobierno","121 y mas","Medido","","24","24","11225","289717.25",""
"ESPH","2020","Julio","Hidrantes","Gobierno"," ","Fijo","","1","1","","617.83",""
"ESPH","2020","Julio","Alcantarillado","Domiciliar","0-15","Medido","","10434","10434","89637","19179302.33","6337299.42"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","16-25","Medido","","5819","5819","115693","28791845.35","3534286.5"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","26-40","Medido","","2745","2745","85338","25118213.63","1667230.87"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","41-60","Medido","","584","584","27681","9378563.93","354704.13"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","61-80","Medido","","73","73","4882","1973313.67","44338.02"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","81-100","Medido","","23","23","1991","959995.33","13969.51"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","101-120","Medido","","8","8","890","481427.04","4858.96"
"ESPH","2020","Julio","Alcantarillado","Domiciliar","121 y mas","Medido","","15","15","4561","1795159.71","9110.55"
"ESPH","2020","Julio","Alcantarillado","Domiciliar"," ","Fijo","","304","304","304","1947407.49","201618"
"ESPH","2020","Julio","Alcantarillado","Empresarial","0-15","Medido","","2697","2697","9742","4364319.77","1666150.12"
"ESPH","2020","Julio","Alcantarillado","Empresarial","16-25","Medido","","309","309","6148","3206666.28","190893.73"
"ESPH","2020","Julio","Alcantarillado","Empresarial","26-40","Medido","","192","192","6179","3754562.28","118613.58"
"ESPH","2020","Julio","Alcantarillado","Empresarial","41-60","Medido","","109","109","5370","3522498.84","67337.92"
"ESPH","2020","Julio","Alcantarillado","Empresarial","61-80","Medido","","45","45","3073","2093691.6","27800.06"
"ESPH","2020","Julio","Alcantarillado","Empresarial","81-100","Medido","","26","26","2356","1643311.6","16062.26"
"ESPH","2020","Julio","Alcantarillado","Empresarial","101-120","Medido","","8","8","888","627452.16","4942.23"
"ESPH","2020","Julio","Alcantarillado","Empresarial","121 y mas","Medido","","90","90","54812","42125295.47","55600.12"
"ESPH","2020","Julio","Alcantarillado","Empresarial"," ","Fijo","","9","9","9","85725","5400"
"ESPH","2020","Julio","Alcantarillado","Preferencial","0-15","Medido","","113","113","286","61204","67800"
"ESPH","2020","Julio","Alcantarillado","Preferencial","16-25","Medido","","14","14","273","67367.44","8400"
"ESPH","2020","Julio","Alcantarillado","Preferencial","26-40","Medido","","11","11","360","107704.12","6600"
"ESPH","2020","Julio","Alcantarillado","Preferencial","41-60","Medido","","9","9","431","141474.92","5400"
"ESPH","2020","Julio","Alcantarillado","Preferencial","61-80","Medido","","6","6","409","143651.98","3600"
"ESPH","2020","Julio","Alcantarillado","Preferencial","81-100","Medido","","2","2","166","60551.56","1200"
"ESPH","2020","Julio","Alcantarillado","Preferencial","101-120","Medido","","2","2","219","83182.46","1200"
"ESPH","2020","Julio","Alcantarillado","Preferencial","121 y mas","Medido","","7","7","3102","1288396.76","4200"
"ESPH","2020","Julio","Alcantarillado","Preferencial"," ","Fijo","","","","","",""
"ESPH","2020","Julio","Alcantarillado","Gobierno","0-15","Medido","","71","71","207","92736","42600"
"ESPH","2020","Julio","Alcantarillado","Gobierno","16-25","Medido","","9","9","183","96335.28","5400"
"ESPH","2020","Julio","Alcantarillado","Gobierno","26-40","Medido","","7","7","234","143401.88","4200"
"ESPH","2020","Julio","Alcantarillado","Gobierno","41-60","Medido","","7","7","343","224824.32","4200"
"ESPH","2020","Julio","Alcantarillado","Gobierno","61-80","Medido","","2","2","127","85898.36","1200"
"ESPH","2020","Julio","Alcantarillado","Gobierno","81-100","Medido","","3","3","264","183751.8","1800"
"ESPH","2020","Julio","Alcantarillado","Gobierno","101-120","Medido","","3","3","352","249487.56","1800"
"ESPH","2020","Julio","Alcantarillado","Gobierno","121 y mas","Medido","","17","17","4492","3367541.48","10200"
"ESPH","2020","Julio","Alcantarillado","Gobierno"," ","Fijo","","","","","",""
"ESPH","2020","Julio","Acueducto","Domiciliar","0-15","Medido","","33188","33188","283363","90109062.29","43779777.6"
"ESPH","2020","Julio","Acueducto","Domiciliar","16-25","Medido","","19671","19671","392398","145416669.08","25948897.35"
"ESPH","2020","Julio","Acueducto","Domiciliar","26-40","Medido","","10571","10571","331083","141854152.03","13944679.67"
"ESPH","2020","Julio","Acueducto","Domiciliar","41-60","Medido","","3001","3001","143411","70180063.35","3958753.54"
"ESPH","2020","Julio","Acueducto","Domiciliar","61-80","Medido","","619","619","42165","26050684.67","816550.63"
"ESPH","2020","Julio","Acueducto","Domiciliar","81-100","Medido","","181","181","16058","12341587.32","238765.21"
"ESPH","2020","Julio","Acueducto","Domiciliar","101-120","Medido","","65","65","7094","6113761.86","85744.41"
"ESPH","2020","Julio","Acueducto","Domiciliar","121 y mas","Medido","","113","113","41286","25979941.66","149063.36"
"ESPH","2020","Julio","Acueducto","Domiciliar"," ","Fijo","","68","68","","670764.74","81600"
"ESPH","2020","Julio","Acueducto","Empresarial","0-15","Medido","","4546","4546","17175","13070099.06","5854508.32"
"ESPH","2020","Julio","Acueducto","Empresarial","16-25","Medido","","610","610","12252","10893307.61","785580.75"
"ESPH","2020","Julio","Acueducto","Empresarial","26-40","Medido","","409","409","13100","13493298.66","526725.45"
"ESPH","2020","Julio","Acueducto","Empresarial","41-60","Medido","","248","248","12136","13493891.71","319383.65"
"ESPH","2020","Julio","Acueducto","Empresarial","61-80","Medido","","98","98","6715","7764037.63","126208.05"
"ESPH","2020","Julio","Acueducto","Empresarial","81-100","Medido","","65","65","5853","6922355.98","83709.42"
"ESPH","2020","Julio","Acueducto","Empresarial","101-120","Medido","","31","31","3444","4128233.2","39922.96"
"ESPH","2020","Julio","Acueducto","Empresarial","121 y mas","Medido","","199","199","118193","154275974.55","256279.62"
"ESPH","2020","Julio","Acueducto","Empresarial"," ","Fijo","","3","3","","61781.85","3600"
"ESPH","2020","Julio","Acueducto","Preferencial ","0-15","Medido","","272","272","818","260114.97","335927.47"
"ESPH","2020","Julio","Acueducto","Preferencial ","16-25","Medido","","44","44","886","329656.46","54341.21"
"ESPH","2020","Julio","Acueducto","Preferencial ","26-40","Medido","","31","31","998","441952.78","38285.85"
"ESPH","2020","Julio","Acueducto","Preferencial ","41-60","Medido","","19","19","923","452064.34","23465.52"
"ESPH","2020","Julio","Acueducto","Preferencial ","61-80","Medido","","16","16","1100","575935.54","19760.44"
"ESPH","2020","Julio","Acueducto","Preferencial ","81-100","Medido","","5","5","435","237923.09","6175.14"
"ESPH","2020","Julio","Acueducto","Preferencial ","101-120","Medido","","4","4","444","251298.14","4940.11"
"ESPH","2020","Julio","Acueducto","Preferencial ","121 y mas","Medido","","32","32","14087","8700108.66","39520.88"
"ESPH","2020","Julio","Acueducto","Preferencial "," ","Fijo","","","","","",""
"ESPH","2020","Julio","Acueducto","Gobierno","0-15","Medido","","116","116","400","304397.01","152891.8"
"ESPH","2020","Julio","Acueducto","Gobierno","16-25","Medido","","13","13","258","228213.51","17134.43"
"ESPH","2020","Julio","Acueducto","Gobierno","26-40","Medido","","18","18","582","600770.28","23724.59"
"ESPH","2020","Julio","Acueducto","Gobierno","41-60","Medido","","16","16","770","854144.49","21088.52"
"ESPH","2020","Julio","Acueducto","Gobierno","61-80","Medido","","6","6","377","432115.85","7908.2"
"ESPH","2020","Julio","Acueducto","Gobierno","81-100","Medido","","4","4","346","408019.15","5272.13"
"ESPH","2020","Julio","Acueducto","Gobierno","101-120","Medido","","4","4","453","543588.74","5272.13"
"ESPH","2020","Julio","Acueducto","Gobierno","121 y mas","Medido","","24","24","11225","14573973.94","31632.79"
"ESPH","2020","Julio","Acueducto","Gobierno"," ","Fijo","","1","1","","20593.95","1200"
"AyA","2020","Julio","Acueducto","Domiciliar","0-15","Medido","","357155","419263","3096917","1255844205","839727667.93"
"AyA","2020","Julio","Acueducto","Domiciliar","16-25","Medido","","154042","169969","3378681","1721804265","340425155.55"
"AyA","2020","Julio","Acueducto","Domiciliar","26-40","Medido","","69027","73535","2288581","1459787991","147280761.86"
"AyA","2020","Julio","Acueducto","Domiciliar","41-60","Medido","","15773","17002","818079","620509671","34052730.17"
"AyA","2020","Julio","Acueducto","Domiciliar","61-80","Medido","","3370","3564","251890","244486742","7138214.94"
"AyA","2020","Julio","Acueducto","Domiciliar","81-100","Medido","","1204","1284","120379","144813211","2571680.13"
"AyA","2020","Julio","Acueducto","Domiciliar","101-120","Medido","","506","530","61362","82634013","1061519.06"
"AyA","2020","Julio","Acueducto","Domiciliar","121 y mas","Medido","","1049","1073","-46750","-188186712","2149075.37"
"AyA","2020","Julio","Acueducto","Domiciliar"," ","Fijo","","8411","9249","","38192501","4336000"
"AyA","2020","Julio","Acueducto","Empresarial","0-15","Medido","","42221","42232","167517","267228938","85289821.87"
"AyA","2020","Julio","Acueducto","Empresarial","16-25","Medido","","5560","5562","111407","189503345","11232761.63"
"AyA","2020","Julio","Acueducto","Empresarial","26-40","Medido","","3532","3532","112721","202638506","7133066.18"
"AyA","2020","Julio","Acueducto","Empresarial","41-60","Medido","","2038","2038","100117","185812268","4115851.89"
"AyA","2020","Julio","Acueducto","Empresarial","61-80","Medido","","1030","1030","71699","135413391","2080141.04"
"AyA","2020","Julio","Acueducto","Empresarial","81-100","Medido","","556","556","51111","97296566","1122872.25"
"AyA","2020","Julio","Acueducto","Empresarial","101-120","Medido","","389","389","43310","82932722","785606.67"
"AyA","2020","Julio","Acueducto","Empresarial","121 y mas","Medido","","1525","1525","600379","1212169140","3079820.48"
"AyA","2020","Julio","Acueducto","Empresarial"," ","Fijo","","416","416","","2751700","108000"
"AyA","2020","Julio","Acueducto","Preferencial","0-15","Medido","","3781","3781","13069","4601182","7554413.98"
"AyA","2020","Julio","Acueducto","Preferencial","16-25","Medido","","589","589","11962","6169867","1176818.26"
"AyA","2020","Julio","Acueducto","Preferencial","26-40","Medido","","462","462","15081","9669973","923073.06"
"AyA","2020","Julio","Acueducto","Preferencial","41-60","Medido","","347","347","16983","11858302","693303.8"
"AyA","2020","Julio","Acueducto","Preferencial","61-80","Medido","","155","155","10718","8073579","309689.02"
"AyA","2020","Julio","Acueducto","Preferencial","81-100","Medido","","110","110","10016","7839084","219779.3"
"AyA","2020","Julio","Acueducto","Preferencial","101-120","Medido","","104","104","11346","9228885","207791.34"
"AyA","2020","Julio","Acueducto","Preferencial","121 y mas","Medido","","433","433","362411","359053451","865131.25"
"AyA","2020","Julio","Acueducto","Preferencial"," ","Fijo","","98","98","","784105","38000"
"AyA","2020","Julio","Acueducto","Gobierno","0-15","Medido","","948","948","3681","5717602","1893086.07"
"AyA","2020","Julio","Acueducto","Gobierno","16-25","Medido","","218","218","4467","7627668","435329.92"
"AyA","2020","Julio","Acueducto","Gobierno","26-40","Medido","","156","156","5095","9201620","311520.49"
"AyA","2020","Julio","Acueducto","Gobierno","41-60","Medido","","133","133","6501","12086844","265591.19"
"AyA","2020","Julio","Acueducto","Gobierno","61-80","Medido","","99","99","6969","13165956","197695.7"
"AyA","2020","Julio","Acueducto","Gobierno","81-100","Medido","","71","71","6484","12363056","141781.76"
"AyA","2020","Julio","Acueducto","Gobierno","101-120","Medido","","50","50","5461","10467404","99846.31"
"AyA","2020","Julio","Acueducto","Gobierno","121 y mas","Medido","","277","277","179399","365333887","553148.57"
"AyA","2020","Julio","Acueducto","Gobierno"," ","Fijo","","23","23","","46000",""
"AyA","2020","Julio","Acueducto","Venta de Agua en Bloque","0-15","Medido","","4","4","","4881",""
"AyA","2020","Julio","Acueducto","Venta de Agua en Bloque","61-80","Medido","","1","1","73","6935",""
"AyA","2020","Julio","Acueducto","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19182","1822290",""
"AyA","2020","Julio","Hidrantes","Domiciliar","0-15","Medido","","357155","419263","3096917","82454264",""
"AyA","2020","Julio","Hidrantes","Domiciliar","16-25","Medido","","154042","169969","3378681","87673601",""
"AyA","2020","Julio","Hidrantes","Domiciliar","26-40","Medido","","69027","73535","2288581","59567943",""
"AyA","2020","Julio","Hidrantes","Domiciliar","41-60","Medido","","15773","17002","818079","21519428",""
"AyA","2020","Julio","Hidrantes","Domiciliar","61-80","Medido","","3370","3564","251890","6595564",""
"AyA","2020","Julio","Hidrantes","Domiciliar","81-100","Medido","","1204","1284","120379","3118181",""
"AyA","2020","Julio","Hidrantes","Domiciliar","101-120","Medido","","506","530","61362","1604456",""
"AyA","2020","Julio","Hidrantes","Domiciliar","121 y mas","Medido","","1049","1073","-46750","-1375336",""
"AyA","2020","Julio","Hidrantes","Domiciliar"," ","Fijo","","8411","9249","","5108671",""
"AyA","2020","Julio","Hidrantes","Empresarial","0-15","Medido","","42221","42232","167517","4421726",""
"AyA","2020","Julio","Hidrantes","Empresarial","16-25","Medido","","5560","5562","111407","2878193",""
"AyA","2020","Julio","Hidrantes","Empresarial","26-40","Medido","","3532","3532","112721","2932724",""
"AyA","2020","Julio","Hidrantes","Empresarial","41-60","Medido","","2038","2038","100117","2581513",""
"AyA","2020","Julio","Hidrantes","Empresarial","61-80","Medido","","1030","1030","71699","1903261",""
"AyA","2020","Julio","Hidrantes","Empresarial","81-100","Medido","","556","556","51111","1301680",""
"AyA","2020","Julio","Hidrantes","Empresarial","101-120","Medido","","389","389","43310","1135056",""
"AyA","2020","Julio","Hidrantes","Empresarial","121 y mas","Medido","","1525","1525","600379","15643732",""
"AyA","2020","Julio","Hidrantes","Empresarial"," ","Fijo","","416","416","","229632",""
"AyA","2020","Julio","Hidrantes","Preferencial","0-15","Medido","","3781","3781","13069","365658",""
"AyA","2020","Julio","Hidrantes","Preferencial","16-25","Medido","","589","589","11962","311350",""
"AyA","2020","Julio","Hidrantes","Preferencial","26-40","Medido","","462","462","15081","383084",""
"AyA","2020","Julio","Hidrantes","Preferencial","41-60","Medido","","347","347","16983","449514",""
"AyA","2020","Julio","Hidrantes","Preferencial","61-80","Medido","","155","155","10718","280436",""
"AyA","2020","Julio","Hidrantes","Preferencial","81-100","Medido","","110","110","10016","264732",""
"AyA","2020","Julio","Hidrantes","Preferencial","101-120","Medido","","104","104","11346","297830",""
"AyA","2020","Julio","Hidrantes","Preferencial","121 y mas","Medido","","433","433","362411","9416784",""
"AyA","2020","Julio","Hidrantes","Preferencial"," ","Fijo","","98","98","","54096",""
"AyA","2020","Julio","Hidrantes","Gobierno","0-15","Medido","","948","948","3681","101680",""
"AyA","2020","Julio","Hidrantes","Gobierno","16-25","Medido","","218","218","4467","116792",""
"AyA","2020","Julio","Hidrantes","Gobierno","26-40","Medido","","156","156","5095","128076",""
"AyA","2020","Julio","Hidrantes","Gobierno","41-60","Medido","","133","133","6501","171314",""
"AyA","2020","Julio","Hidrantes","Gobierno","61-80","Medido","","99","99","6969","181194",""
"AyA","2020","Julio","Hidrantes","Gobierno","81-100","Medido","","71","71","6484","170690",""
"AyA","2020","Julio","Hidrantes","Gobierno","101-120","Medido","","50","50","5461","141986",""
"AyA","2020","Julio","Hidrantes","Gobierno","121 y mas","Medido","","277","277","179399","4664374",""
"AyA","2020","Julio","Hidrantes","Gobierno"," ","Fijo","","23","23","","12696",""
"AyA","2020","Julio","Hidrantes","Venta de Agua en Bloque","0-15","Medido","","4","4","","",""
"AyA","2020","Julio","Hidrantes","Venta de Agua en Bloque","61-80","Medido","","1","1","73","",""
"AyA","2020","Julio","Hidrantes","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19182","",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","0-15","Medido","","357155","419263","3096917","8556018",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","16-25","Medido","","154042","169969","3378681","11821014",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","26-40","Medido","","69027","73535","2288581","9705635",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","41-60","Medido","","15773","17002","818079","4172777",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","61-80","Medido","","3370","3564","251890","1597693",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","81-100","Medido","","1204","1284","120379","914846",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","101-120","Medido","","506","530","61362","525499",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","1049","1073","-46750","-1256609",""
"AyA","2020","Julio","Tarifa Hidrica","Domiciliar"," ","Fijo","","8411","9249","","702990",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","0-15","Medido","","42221","42232","167517","1655592",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","16-25","Medido","","5560","5562","111407","1181211",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","26-40","Medido","","3532","3532","112721","1263948",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","41-60","Medido","","2038","2038","100117","1160847",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","61-80","Medido","","1030","1030","71699","841064",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","81-100","Medido","","556","556","51111","584131",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","101-120","Medido","","389","389","43310","500218",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial","121 y mas","Medido","","1525","1525","600379","7502650",""
"AyA","2020","Julio","Tarifa Hidrica","Empresarial"," ","Fijo","","416","416","","97344",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","0-15","Medido","","3781","3781","13069","22855",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","16-25","Medido","","589","589","11962","50372",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","26-40","Medido","","462","462","15081","67649",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","41-60","Medido","","347","347","16983","89331",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","61-80","Medido","","155","155","10718","57093",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","81-100","Medido","","110","110","10016","51213",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","101-120","Medido","","104","104","11346","60078",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial","121 y mas","Medido","","433","433","362411","2313619",""
"AyA","2020","Julio","Tarifa Hidrica","Preferencial"," ","Fijo","","98","98","","20384",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","0-15","Medido","","948","948","3681","86528",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","16-25","Medido","","218","218","4467","73908",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","26-40","Medido","","156","156","5095","97200",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","41-60","Medido","","133","133","6501","125470",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","61-80","Medido","","99","99","6969","90524",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","81-100","Medido","","71","71","6484","87448",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","101-120","Medido","","50","50","5461","74115",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno","121 y mas","Medido","","277","277","179399","2095368",""
"AyA","2020","Julio","Tarifa Hidrica","Gobierno"," ","Fijo","","23","23","","20171",""
"AyA","2020","Julio","Tarifa Hidrica","Venta de Agua en Bloque","0-15","Medido","","4","4","","",""
"AyA","2020","Julio","Tarifa Hidrica","Venta de Agua en Bloque","61-80","Medido","","1","1","73","",""
"AyA","2020","Julio","Tarifa Hidrica","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19182","",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","0-15","Medido","","338730","399916","2753224","8294210",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","16-25","Medido","","142858","158557","3219832","11340981",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","26-40","Medido","","81641","87376","2786077","12334584",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","41-60","Medido","","28477","29651","1478985","7457679",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","61-80","Medido","","7699","8001","586855","3625088",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","81-100","Medido","","2918","3023","291689","2173199",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","101-120","Medido","","1258","1284","153367","1268856",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","2366","2410","848014","9489025",""
"AyA","2020","Junio","Tarifa Hidrica","Domiciliar"," ","Fijo","","8700","9541","","724896",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","0-15","Medido","","43619","43631","133888","1391802",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","16-25","Medido","","4578","4579","94461","993156",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","26-40","Medido","","3193","3193","106372","1187135",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","41-60","Medido","","1903","1903","97618","1141157",""
