"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","0-15","Medido","","352193","414438","3045152","8382383",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","16-25","Medido","","155477","171408","3410483","11919467",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","26-40","Medido","","71908","76496","2378785","10115435",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","41-60","Medido","","16585","17779","849339","4273237",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","61-80","Medido","","3206","3409","234268","1468553",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","81-100","Medido","","959","1019","92627","707721",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","101-120","Medido","","439","450","50050","415953",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","865","885","315941","3631153",""
"AyA","2020","Agosto","Tarifa Hidrica","Domiciliar"," ","Fijo","","8682","9518","","744507",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","0-15","Medido","","42958","42968","164863","1676651",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","16-25","Medido","","5245","5248","104522","1097107",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","26-40","Medido","","3395","3395","107382","1211332",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","41-60","Medido","","1961","1961","96762","1127176",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","61-80","Medido","","963","963","67341","782690",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","81-100","Medido","","585","585","52532","611327",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","101-120","Medido","","376","376","40724","485209",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial","121 y mas","Medido","","1521","1521","626140","7825622",""
"AyA","2020","Agosto","Tarifa Hidrica","Empresarial"," ","Fijo","","425","425","","102024",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","0-15","Medido","","3770","3770","13088","46073",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","16-25","Medido","","588","588","11847","47960",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","26-40","Medido","","470","470","15101","70037",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","41-60","Medido","","312","312","15457","79003",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","61-80","Medido","","202","202","14226","72165",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","81-100","Medido","","118","118","10804","54381",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","101-120","Medido","","89","89","9867","56628",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial","121 y mas","Medido","","414","414","168800","719510",""
"AyA","2020","Agosto","Tarifa Hidrica","Preferencial"," ","Fijo","","103","103","","22464",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","0-15","Medido","","980","980","4033","96437",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","16-25","Medido","","174","174","3513","64800",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","26-40","Medido","","182","182","5874","94254",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","41-60","Medido","","139","139","6923","137480",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","61-80","Medido","","95","95","6765","94821",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","81-100","Medido","","60","60","5453","70334",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","101-120","Medido","","58","58","6538","60933",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno","121 y mas","Medido","","273","273","238986","2895244",""
"AyA","2020","Agosto","Tarifa Hidrica","Gobierno"," ","Fijo","","23","23","","20171",""
"AyA","2020","Agosto","Tarifa Hidrica","Venta de Agua en Bloque","0-15","Medido","","5","5","2","",""
"AyA","2020","Agosto","Tarifa Hidrica","Venta de Agua en Bloque","26-40","Medido","","1","1","31","",""
"AyA","2020","Agosto","Tarifa Hidrica","Venta de Agua en Bloque","121 y mas","Medido","","5","5","22158","",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","0-15","Medido","","352193","414438","3045152","81061067",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","16-25","Medido","","155477","171408","3410483","88540897",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","26-40","Medido","","71908","76496","2378785","61881689",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","41-60","Medido","","16585","17779","849339","22167129",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","61-80","Medido","","3206","3409","234268","6118070",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","81-100","Medido","","959","1019","92627","2422923",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","101-120","Medido","","439","450","50050","1280500",""
"AyA","2020","Agosto","Hidrantes","Domiciliar","121 y mas","Medido","","865","885","315941","8198163",""
"AyA","2020","Agosto","Hidrantes","Domiciliar"," ","Fijo","","8682","9518","","5407905",""
"AyA","2020","Agosto","Hidrantes","Empresarial","0-15","Medido","","42958","42968","164863","4325918",""
"AyA","2020","Agosto","Hidrantes","Empresarial","16-25","Medido","","5245","5248","104522","2683919",""
"AyA","2020","Agosto","Hidrantes","Empresarial","26-40","Medido","","3395","3395","107382","2813133",""
"AyA","2020","Agosto","Hidrantes","Empresarial","41-60","Medido","","1961","1961","96762","2518854",""
"AyA","2020","Agosto","Hidrantes","Empresarial","61-80","Medido","","963","963","67341","1751709",""
"AyA","2020","Agosto","Hidrantes","Empresarial","81-100","Medido","","585","585","52532","1366672",""
"AyA","2020","Agosto","Hidrantes","Empresarial","101-120","Medido","","376","376","40724","1071425",""
"AyA","2020","Agosto","Hidrantes","Empresarial","121 y mas","Medido","","1521","1521","626140","16295422",""
"AyA","2020","Agosto","Hidrantes","Empresarial"," ","Fijo","","425","425","","240672",""
"AyA","2020","Agosto","Hidrantes","Preferencial","0-15","Medido","","3770","3770","13088","364490",""
"AyA","2020","Agosto","Hidrantes","Preferencial","16-25","Medido","","588","588","11847","309764",""
"AyA","2020","Agosto","Hidrantes","Preferencial","26-40","Medido","","470","470","15101","391092",""
"AyA","2020","Agosto","Hidrantes","Preferencial","41-60","Medido","","312","312","15457","403416",""
"AyA","2020","Agosto","Hidrantes","Preferencial","61-80","Medido","","202","202","14226","369876",""
"AyA","2020","Agosto","Hidrantes","Preferencial","81-100","Medido","","118","118","10804","280904",""
"AyA","2020","Agosto","Hidrantes","Preferencial","101-120","Medido","","89","89","9867","256542",""
"AyA","2020","Agosto","Hidrantes","Preferencial","121 y mas","Medido","","414","414","168800","4388800",""
"AyA","2020","Agosto","Hidrantes","Preferencial"," ","Fijo","","103","103","","59616",""
"AyA","2020","Agosto","Hidrantes","Gobierno","0-15","Medido","","980","980","4033","110930",""
"AyA","2020","Agosto","Hidrantes","Gobierno","16-25","Medido","","174","174","3513","92326",""
"AyA","2020","Agosto","Hidrantes","Gobierno","26-40","Medido","","182","182","5874","153686",""
"AyA","2020","Agosto","Hidrantes","Gobierno","41-60","Medido","","139","139","6923","179998",""
"AyA","2020","Agosto","Hidrantes","Gobierno","61-80","Medido","","95","95","6765","173940",""
"AyA","2020","Agosto","Hidrantes","Gobierno","81-100","Medido","","60","60","5453","141778",""
"AyA","2020","Agosto","Hidrantes","Gobierno","101-120","Medido","","58","58","6538","169988",""
"AyA","2020","Agosto","Hidrantes","Gobierno","121 y mas","Medido","","273","273","238986","6213636",""
"AyA","2020","Agosto","Hidrantes","Gobierno"," ","Fijo","","23","23","","12696",""
"AyA","2020","Agosto","Hidrantes","Venta de Agua en Bloque","0-15","Medido","","5","5","2","",""
"AyA","2020","Agosto","Hidrantes","Venta de Agua en Bloque","26-40","Medido","","1","1","31","",""
"AyA","2020","Agosto","Hidrantes","Venta de Agua en Bloque","121 y mas","Medido","","5","5","22158","",""
"AyA","2020","Agosto","Acueducto","Domiciliar","0-15","Medido","","352193","414438","3045152","1237515458","826726008.16"
"AyA","2020","Agosto","Acueducto","Domiciliar","16-25","Medido","","155477","171408","3410483","1738391136","341926781.83"
"AyA","2020","Agosto","Acueducto","Domiciliar","26-40","Medido","","71908","76496","2378785","1517646429","152595159.52"
"AyA","2020","Agosto","Acueducto","Domiciliar","41-60","Medido","","16585","17779","849339","643380947","35465767.37"
"AyA","2020","Agosto","Acueducto","Domiciliar","61-80","Medido","","3206","3409","234268","225377895","6800315.03"
"AyA","2020","Agosto","Acueducto","Domiciliar","81-100","Medido","","959","1019","92627","111235062","2032713.7"
"AyA","2020","Agosto","Acueducto","Domiciliar","101-120","Medido","","439","450","50050","66981010","897665.52"
"AyA","2020","Agosto","Acueducto","Domiciliar","121 y mas","Medido","","865","885","315941","578098298","1765408.86"
"AyA","2020","Agosto","Acueducto","Domiciliar"," ","Fijo","","8682","9518","","39341892","4296000"
"AyA","2020","Agosto","Acueducto","Empresarial","0-15","Medido","","42958","42968","164863","266449830","86692709.16"
"AyA","2020","Agosto","Acueducto","Empresarial","16-25","Medido","","5245","5248","104522","177917442","10588422.49"
"AyA","2020","Agosto","Acueducto","Empresarial","26-40","Medido","","3395","3395","107382","193266964","6849789.32"
"AyA","2020","Agosto","Acueducto","Empresarial","41-60","Medido","","1961","1961","96762","179838884","3956535.16"
"AyA","2020","Agosto","Acueducto","Empresarial","61-80","Medido","","963","963","67341","126858126","1942959.39"
"AyA","2020","Agosto","Acueducto","Empresarial","81-100","Medido","","585","585","52532","100152684","1180302.43"
"AyA","2020","Agosto","Acueducto","Empresarial","101-120","Medido","","376","376","40724","77900402","758621.73"
"AyA","2020","Agosto","Acueducto","Empresarial","121 y mas","Medido","","1521","1521","626140","1265238906","3068786.32"
"AyA","2020","Agosto","Acueducto","Empresarial"," ","Fijo","","425","425","","2791700","106000"
"AyA","2020","Agosto","Acueducto","Preferencial","0-15","Medido","","3770","3770","13088","5199853","7497008.22"
"AyA","2020","Agosto","Acueducto","Preferencial","16-25","Medido","","588","588","11847","6095574","1169294.65"
"AyA","2020","Agosto","Acueducto","Preferencial","26-40","Medido","","470","470","15101","9489475","934640.28"
"AyA","2020","Agosto","Acueducto","Preferencial","41-60","Medido","","312","312","15457","10769179","620442.06"
"AyA","2020","Agosto","Acueducto","Preferencial","61-80","Medido","","202","202","14226","10573362","401696.46"
"AyA","2020","Agosto","Acueducto","Preferencial","81-100","Medido","","118","118","10804","8434831","234654.37"
"AyA","2020","Agosto","Acueducto","Preferencial","101-120","Medido","","89","89","9867","7911963","176985.07"
"AyA","2020","Agosto","Acueducto","Preferencial","121 y mas","Medido","","414","414","168800","112894864","823278.89"
"AyA","2020","Agosto","Acueducto","Preferencial"," ","Fijo","","103","103","","804105","38000"
"AyA","2020","Agosto","Acueducto","Gobierno","0-15","Medido","","980","980","4033","6556148","1961998.98"
"AyA","2020","Agosto","Acueducto","Gobierno","16-25","Medido","","174","174","3513","5986900","348354.92"
"AyA","2020","Agosto","Acueducto","Gobierno","26-40","Medido","","182","182","5874","10587096","364371.24"
"AyA","2020","Agosto","Acueducto","Gobierno","41-60","Medido","","139","139","6923","12874372","278283.53"
"AyA","2020","Agosto","Acueducto","Gobierno","61-80","Medido","","95","95","6765","12796260","190193.78"
"AyA","2020","Agosto","Acueducto","Gobierno","81-100","Medido","","60","60","5453","10400092","120122.39"
"AyA","2020","Agosto","Acueducto","Gobierno","101-120","Medido","","58","58","6538","12544409","116118.31"
"AyA","2020","Agosto","Acueducto","Gobierno","121 y mas","Medido","","273","273","238986","488264343","546556.86"
"AyA","2020","Agosto","Acueducto","Gobierno"," ","Fijo","","23","23","","46000",""
"AyA","2020","Agosto","Acueducto","Venta de Agua en Bloque","0-15","Medido","","5","5","2","190",""
"AyA","2020","Agosto","Acueducto","Venta de Agua en Bloque","26-40","Medido","","1","1","31","2945",""
"AyA","2020","Agosto","Acueducto","Venta de Agua en Bloque","121 y mas","Medido","","5","5","22158","2105010",""
"ESPH","2020","Agosto","Acueducto","Domiciliar","0-15","Medido","","33091","33091","281869","89633988.07","151054514.79"
"ESPH","2020","Agosto","Acueducto","Domiciliar","16-25","Medido","","19744","19744","393381","145704483.75","90127839.6"
"ESPH","2020","Agosto","Acueducto","Domiciliar","26-40","Medido","","10717","10717","335832","143909567.39","48921194.13"
"ESPH","2020","Agosto","Acueducto","Domiciliar","41-60","Medido","","3007","3007","143330","70067009.49","13726418.84"
"ESPH","2020","Agosto","Acueducto","Domiciliar","61-80","Medido","","573","573","39063","24154582.47","2615642.83"
"ESPH","2020","Agosto","Acueducto","Domiciliar","81-100","Medido","","161","161","14387","11108840","734936.29"
"ESPH","2020","Agosto","Acueducto","Domiciliar","101-120","Medido","","65","65","7156","6192314.63","296713.41"
"ESPH","2020","Agosto","Acueducto","Domiciliar","121 y mas","Medido","","122","122","44010","29849343.74","556908.25"
"ESPH","2020","Agosto","Acueducto","Domiciliar"," ","Fijo","","66","66","","651036.13","79200"
"ESPH","2020","Agosto","Acueducto","Empresarial","0-15","Medido","","4708","4708","16367","12455218.88","10829235.35"
"ESPH","2020","Agosto","Acueducto","Empresarial","16-25","Medido","","554","554","10985","9713059.21","1274298.3"
"ESPH","2020","Agosto","Acueducto","Empresarial","26-40","Medido","","376","376","11823","12125819.99","864866.71"
"ESPH","2020","Agosto","Acueducto","Empresarial","41-60","Medido","","209","209","10320","11489045.99","480737.08"
"ESPH","2020","Agosto","Acueducto","Empresarial","61-80","Medido","","83","83","5801","6719854.54","190914.73"
"ESPH","2020","Agosto","Acueducto","Empresarial","81-100","Medido","","47","47","4153","4905089.95","108108.34"
"ESPH","2020","Agosto","Acueducto","Empresarial","101-120","Medido","","33","33","3643","4365187.26","75905.86"
"ESPH","2020","Agosto","Acueducto","Empresarial","121 y mas","Medido","","190","190","136461","178728121.89","437033.71"
"ESPH","2020","Agosto","Acueducto","Empresarial"," ","Fijo","","3","3","","61781.85","3600"
"ESPH","2020","Agosto","Acueducto","Preferencial ","0-15","Medido","","291","291","1009","320859.64","940834.57"
"ESPH","2020","Agosto","Acueducto","Preferencial ","16-25","Medido","","34","34","697","261286.34","109925.69"
"ESPH","2020","Agosto","Acueducto","Preferencial ","26-40","Medido","","36","36","1151","508598.47","116391.9"
"ESPH","2020","Agosto","Acueducto","Preferencial ","41-60","Medido","","15","15","754","371624.88","48496.63"
"ESPH","2020","Agosto","Acueducto","Preferencial ","61-80","Medido","","10","10","709","373611.88","32331.08"
"ESPH","2020","Agosto","Acueducto","Preferencial ","81-100","Medido","","3","3","254","138309.11","9699.33"
"ESPH","2020","Agosto","Acueducto","Preferencial ","101-120","Medido","","3","3","327","184663.86","9699.33"
"ESPH","2020","Agosto","Acueducto","Preferencial ","121 y mas","Medido","","31","31","17611","10945510.76","100226.36"
"ESPH","2020","Agosto","Acueducto","Preferencial "," ","Fijo","","","","","",""
"ESPH","2020","Agosto","Acueducto","Gobierno","0-15","Medido","","118","118","394","299833.55","261115.6"
"ESPH","2020","Agosto","Acueducto","Gobierno","16-25","Medido","","14","14","298","271305.39","30979.82"
"ESPH","2020","Agosto","Acueducto","Gobierno","26-40","Medido","","18","18","604","628640.87","39831.19"
"ESPH","2020","Agosto","Acueducto","Gobierno","41-60","Medido","","8","8","357","391596.17","17702.75"
